n, T, pr, stat, Scenario, Region, Label, Mask, Season, Year,
1085,0.6,-18,Min,rcp26,South Australia/New Zealand, SAU, land,Annual,2065,
1086,0.7,-5,25th percentile,rcp26,South Australia/New Zealand, SAU, land,Annual,2065,
1087,0.9,-1,median,rcp26,South Australia/New Zealand, SAU, land,Annual,2065,
1088,1.1,0,75th percentile,rcp26,South Australia/New Zealand, SAU, land,Annual,2065,
1089,1.4,4,Max,rcp26,South Australia/New Zealand, SAU, land,Annual,2065,
1090,0.3,-19,Min,rcp26,South Australia/New Zealand, SAU, land,Annual,2100,
1091,0.7,-6,25th percentile,rcp26,South Australia/New Zealand, SAU, land,Annual,2100,
1092,0.9,-3,median,rcp26,South Australia/New Zealand, SAU, land,Annual,2100,
1093,1.0,0,75th percentile,rcp26,South Australia/New Zealand, SAU, land,Annual,2100,
1094,1.5,8,Max,rcp26,South Australia/New Zealand, SAU, land,Annual,2100,
1095,0.3,-17,Min,rcp26,South Australia/New Zealand, SAU, land,BW,2035,
1096,0.5,-4,25th percentile,rcp26,South Australia/New Zealand, SAU, land,BW,2035,
1097,0.7,-1,median,rcp26,South Australia/New Zealand, SAU, land,BW,2035,
1098,0.9,1,75th percentile,rcp26,South Australia/New Zealand, SAU, land,BW,2035,
1099,1.3,8,Max,rcp26,South Australia/New Zealand, SAU, land,BW,2035,
1100,0.5,-18,Min,rcp26,South Australia/New Zealand, SAU, land,BW,2065,
1101,0.8,-6,25th percentile,rcp26,South Australia/New Zealand, SAU, land,BW,2065,
1102,1.0,-3,median,rcp26,South Australia/New Zealand, SAU, land,BW,2065,
1103,1.3,2,75th percentile,rcp26,South Australia/New Zealand, SAU, land,BW,2065,
1104,1.8,6,Max,rcp26,South Australia/New Zealand, SAU, land,BW,2065,
1105,0.3,-23,Min,rcp26,South Australia/New Zealand, SAU, land,BW,2100,
1106,0.8,-10,25th percentile,rcp26,South Australia/New Zealand, SAU, land,BW,2100,
1107,1.0,-3,median,rcp26,South Australia/New Zealand, SAU, land,BW,2100,
1108,1.3,0,75th percentile,rcp26,South Australia/New Zealand, SAU, land,BW,2100,
1109,1.9,7,Max,rcp26,South Australia/New Zealand, SAU, land,BW,2100,
1110,0.3,-18,Min,rcp26,South Australia/New Zealand, SAU, land,BS,2035,
1111,0.5,-3,25th percentile,rcp26,South Australia/New Zealand, SAU, land,BS,2035,
1112,0.6,0,median,rcp26,South Australia/New Zealand, SAU, land,BS,2035,
1113,0.7,1,75th percentile,rcp26,South Australia/New Zealand, SAU, land,BS,2035,
1114,0.9,5,Max,rcp26,South Australia/New Zealand, SAU, land,BS,2035,
1115,0.4,-22,Min,rcp26,South Australia/New Zealand, SAU, land,BS,2065,
1116,0.7,-6,25th percentile,rcp26,South Australia/New Zealand, SAU, land,BS,2065,
1117,0.8,-2,median,rcp26,South Australia/New Zealand, SAU, land,BS,2065,
1118,1.0,3,75th percentile,rcp26,South Australia/New Zealand, SAU, land,BS,2065,
1119,1.4,9,Max,rcp26,South Australia/New Zealand, SAU, land,BS,2065,
1120,0.3,-16,Min,rcp26,South Australia/New Zealand, SAU, land,BS,2100,
1121,0.6,-6,25th percentile,rcp26,South Australia/New Zealand, SAU, land,BS,2100,
1122,0.7,-1,median,rcp26,South Australia/New Zealand, SAU, land,BS,2100,
1123,1.0,1,75th percentile,rcp26,South Australia/New Zealand, SAU, land,BS,2100,
1124,1.5,9,Max,rcp26,South Australia/New Zealand, SAU, land,BS,2100,
1125,0.3,-5,Min,rcp26,Southeast Asia (land), SEA, land,Annual,2035,
1126,0.5,-1,25th percentile,rcp26,Southeast Asia (land), SEA, land,Annual,2035,
1127,0.6,0,median,rcp26,Southeast Asia (land), SEA, land,Annual,2035,
1128,0.7,2,75th percentile,rcp26,Southeast Asia (land), SEA, land,Annual,2035,
1129,1.2,8,Max,rcp26,Southeast Asia (land), SEA, land,Annual,2035,
1130,0.5,-4,Min,rcp26,Southeast Asia (land), SEA, land,Annual,2065,
1131,0.7,0,25th percentile,rcp26,Southeast Asia (land), SEA, land,Annual,2065,
1132,0.8,1,median,rcp26,Southeast Asia (land), SEA, land,Annual,2065,
1133,1.1,4,75th percentile,rcp26,Southeast Asia (land), SEA, land,Annual,2065,
1134,1.6,7,Max,rcp26,Southeast Asia (land), SEA, land,Annual,2065,
1135,0.2,-5,Min,rcp26,Southeast Asia (land), SEA, land,Annual,2100,
1136,0.7,0,25th percentile,rcp26,Southeast Asia (land), SEA, land,Annual,2100,
1137,0.8,1,median,rcp26,Southeast Asia (land), SEA, land,Annual,2100,
1138,1.2,4,75th percentile,rcp26,Southeast Asia (land), SEA, land,Annual,2100,
1139,1.9,10,Max,rcp26,Southeast Asia (land), SEA, land,Annual,2100,
1140,0.3,-5,Min,rcp26,Southeast Asia (land), SEA, land,BW,2035,
1141,0.5,-1,25th percentile,rcp26,Southeast Asia (land), SEA, land,BW,2035,
1142,0.6,0,median,rcp26,Southeast Asia (land), SEA, land,BW,2035,
1143,0.7,2,75th percentile,rcp26,Southeast Asia (land), SEA, land,BW,2035,
1144,1.2,10,Max,rcp26,Southeast Asia (land), SEA, land,BW,2035,
1145,0.4,-5,Min,rcp26,Southeast Asia (land), SEA, land,BW,2065,
1146,0.7,-1,25th percentile,rcp26,Southeast Asia (land), SEA, land,BW,2065,
1147,0.9,2,median,rcp26,Southeast Asia (land), SEA, land,BW,2065,
1148,1.1,4,75th percentile,rcp26,Southeast Asia (land), SEA, land,BW,2065,
1149,1.6,9,Max,rcp26,Southeast Asia (land), SEA, land,BW,2065,
1150,0.2,-5,Min,rcp26,Southeast Asia (land), SEA, land,BW,2100,
1151,0.7,0,25th percentile,rcp26,Southeast Asia (land), SEA, land,BW,2100,
1152,0.8,2,median,rcp26,Southeast Asia (land), SEA, land,BW,2100,
1153,1.2,4,75th percentile,rcp26,Southeast Asia (land), SEA, land,BW,2100,
1154,2.0,9,Max,rcp26,Southeast Asia (land), SEA, land,BW,2100,
1155,0.3,-5,Min,rcp26,Southeast Asia (land), SEA, land,BS,2035,
1156,0.5,-1,25th percentile,rcp26,Southeast Asia (land), SEA, land,BS,2035,
1157,0.6,1,median,rcp26,Southeast Asia (land), SEA, land,BS,2035,
1158,0.7,3,75th percentile,rcp26,Southeast Asia (land), SEA, land,BS,2035,
1159,1.2,6,Max,rcp26,Southeast Asia (land), SEA, land,BS,2035,
1160,0.5,-5,Min,rcp26,Southeast Asia (land), SEA, land,BS,2065,
1161,0.7,-1,25th percentile,rcp26,Southeast Asia (land), SEA, land,BS,2065,
1162,0.8,1,median,rcp26,Southeast Asia (land), SEA, land,BS,2065,
1163,1.1,5,75th percentile,rcp26,Southeast Asia (land), SEA, land,BS,2065,
1164,1.7,7,Max,rcp26,Southeast Asia (land), SEA, land,BS,2065,
1165,0.2,-6,Min,rcp26,Southeast Asia (land), SEA, land,BS,2100,
1166,0.6,0,25th percentile,rcp26,Southeast Asia (land), SEA, land,BS,2100,
1167,0.8,1,median,rcp26,Southeast Asia (land), SEA, land,BS,2100,
1168,1.0,3,75th percentile,rcp26,Southeast Asia (land), SEA, land,BS,2100,
1169,1.8,11,Max,rcp26,Southeast Asia (land), SEA, land,BS,2100,
1170,0.3,-4,Min,rcp26,Southeast Asia (sea), SEA, sea,Annual,2035,
1171,0.5,0,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,Annual,2035,
1172,0.5,1,median,rcp26,Southeast Asia (sea), SEA, sea,Annual,2035,
1173,0.6,2,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,Annual,2035,
1174,1.0,4,Max,rcp26,Southeast Asia (sea), SEA, sea,Annual,2035,
1175,0.5,-2,Min,rcp26,Southeast Asia (sea), SEA, sea,Annual,2065,
1176,0.6,1,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,Annual,2065,
1177,0.7,2,median,rcp26,Southeast Asia (sea), SEA, sea,Annual,2065,
1178,1.0,4,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,Annual,2065,
1179,1.5,6,Max,rcp26,Southeast Asia (sea), SEA, sea,Annual,2065,
1180,0.3,-2,Min,rcp26,Southeast Asia (sea), SEA, sea,Annual,2100,
1181,0.5,1,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,Annual,2100,
1182,0.7,2,median,rcp26,Southeast Asia (sea), SEA, sea,Annual,2100,
1183,1.0,4,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,Annual,2100,
1184,1.6,7,Max,rcp26,Southeast Asia (sea), SEA, sea,Annual,2100,
1185,0.3,-5,Min,rcp26,Southeast Asia (sea), SEA, sea,BW,2035,
1186,0.5,-1,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,BW,2035,
1187,0.5,0,median,rcp26,Southeast Asia (sea), SEA, sea,BW,2035,
1188,0.6,3,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,BW,2035,
1189,1.1,6,Max,rcp26,Southeast Asia (sea), SEA, sea,BW,2035,
1190,0.5,-2,Min,rcp26,Southeast Asia (sea), SEA, sea,BW,2065,
1191,0.6,0,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,BW,2065,
1192,0.7,2,median,rcp26,Southeast Asia (sea), SEA, sea,BW,2065,
1193,1.0,4,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,BW,2065,
1194,1.5,6,Max,rcp26,Southeast Asia (sea), SEA, sea,BW,2065,
1195,0.3,-3,Min,rcp26,Southeast Asia (sea), SEA, sea,BW,2100,
1196,0.6,0,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,BW,2100,
1197,0.7,2,median,rcp26,Southeast Asia (sea), SEA, sea,BW,2100,
1198,1.0,4,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,BW,2100,
1199,1.7,7,Max,rcp26,Southeast Asia (sea), SEA, sea,BW,2100,
1200,0.2,-5,Min,rcp26,Southeast Asia (sea), SEA, sea,BS,2035,
1201,0.5,0,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,BS,2035,
1202,0.5,1,median,rcp26,Southeast Asia (sea), SEA, sea,BS,2035,
1203,0.6,3,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,BS,2035,
1204,1.0,6,Max,rcp26,Southeast Asia (sea), SEA, sea,BS,2035,
1205,0.5,-3,Min,rcp26,Southeast Asia (sea), SEA, sea,BS,2065,
1206,0.6,1,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,BS,2065,
1207,0.7,2,median,rcp26,Southeast Asia (sea), SEA, sea,BS,2065,
1208,0.9,3,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,BS,2065,
1209,1.5,7,Max,rcp26,Southeast Asia (sea), SEA, sea,BS,2065,
1210,0.3,-5,Min,rcp26,Southeast Asia (sea), SEA, sea,BS,2100,
1211,0.5,1,25th percentile,rcp26,Southeast Asia (sea), SEA, sea,BS,2100,
1212,0.7,2,median,rcp26,Southeast Asia (sea), SEA, sea,BS,2100,
1213,1.0,4,75th percentile,rcp26,Southeast Asia (sea), SEA, sea,BS,2100,
1214,1.7,9,Max,rcp26,Southeast Asia (sea), SEA, sea,BS,2100,
1215,0.3,-7,Min,rcp26,Southeastern South America, SSA, land,Annual,2035,
1216,0.5,-1,25th percentile,rcp26,Southeastern South America, SSA, land,Annual,2035,
1217,0.6,0,median,rcp26,Southeastern South America, SSA, land,Annual,2035,
1218,0.7,2,75th percentile,rcp26,Southeastern South America, SSA, land,Annual,2035,
1219,1.3,10,Max,rcp26,Southeastern South America, SSA, land,Annual,2035,
1220,0.4,-7,Min,rcp26,Southeastern South America, SSA, land,Annual,2065,
1221,0.7,-1,25th percentile,rcp26,Southeastern South America, SSA, land,Annual,2065,
1222,0.9,1,median,rcp26,Southeastern South America, SSA, land,Annual,2065,
1223,1.0,2,75th percentile,rcp26,Southeastern South America, SSA, land,Annual,2065,
1224,1.7,13,Max,rcp26,Southeastern South America, SSA, land,Annual,2065,
1225,0.4,-9,Min,rcp26,Southeastern South America, SSA, land,Annual,2100,
1226,0.7,-1,25th percentile,rcp26,Southeastern South America, SSA, land,Annual,2100,
1227,0.8,1,median,rcp26,Southeastern South America, SSA, land,Annual,2100,
1228,1.1,3,75th percentile,rcp26,Southeastern South America, SSA, land,Annual,2100,
1229,1.8,9,Max,rcp26,Southeastern South America, SSA, land,Annual,2100,
1230,0.2,-6,Min,rcp26,Southeastern South America, SSA, land,BW,2035,
1231,0.5,-1,25th percentile,rcp26,Southeastern South America, SSA, land,BW,2035,
1232,0.7,0,median,rcp26,Southeastern South America, SSA, land,BW,2035,
1233,0.8,2,75th percentile,rcp26,Southeastern South America, SSA, land,BW,2035,
1234,1.4,8,Max,rcp26,Southeastern South America, SSA, land,BW,2035,
1235,0.3,-6,Min,rcp26,Southeastern South America, SSA, land,BW,2065,
1236,0.6,-1,25th percentile,rcp26,Southeastern South America, SSA, land,BW,2065,
1237,0.9,0,median,rcp26,Southeastern South America, SSA, land,BW,2065,
1238,1.2,3,75th percentile,rcp26,Southeastern South America, SSA, land,BW,2065,
1239,1.8,11,Max,rcp26,Southeastern South America, SSA, land,BW,2065,
1240,0.3,-7,Min,rcp26,Southeastern South America, SSA, land,BW,2100,
1241,0.7,-2,25th percentile,rcp26,Southeastern South America, SSA, land,BW,2100,
1242,0.8,1,median,rcp26,Southeastern South America, SSA, land,BW,2100,
1243,1.2,3,75th percentile,rcp26,Southeastern South America, SSA, land,BW,2100,
1244,2.0,9,Max,rcp26,Southeastern South America, SSA, land,BW,2100,
1245,0.1,-13,Min,rcp26,Southeastern South America, SSA, land,BS,2035,
1246,0.3,-3,25th percentile,rcp26,Southeastern South America, SSA, land,BS,2035,
1247,0.7,2,median,rcp26,Southeastern South America, SSA, land,BS,2035,
1248,0.8,4,75th percentile,rcp26,Southeastern South America, SSA, land,BS,2035,
1249,1.1,14,Max,rcp26,Southeastern South America, SSA, land,BS,2035,
1250,0.2,-15,Min,rcp26,Southeastern South America, SSA, land,BS,2065,
1251,0.5,-1,25th percentile,rcp26,Southeastern South America, SSA, land,BS,2065,
1252,0.7,1,median,rcp26,Southeastern South America, SSA, land,BS,2065,
1253,1.1,3,75th percentile,rcp26,Southeastern South America, SSA, land,BS,2065,
1254,1.6,14,Max,rcp26,Southeastern South America, SSA, land,BS,2065,
1255,0.3,-17,Min,rcp26,Southeastern South America, SSA, land,BS,2100,
1256,0.5,-4,25th percentile,rcp26,Southeastern South America, SSA, land,BS,2100,
1257,0.8,0,median,rcp26,Southeastern South America, SSA, land,BS,2100,
1258,1.1,7,75th percentile,rcp26,Southeastern South America, SSA, land,BS,2100,
1259,1.7,17,Max,rcp26,Southeastern South America, SSA, land,BS,2100,
1260,0.5,-12,Min,rcp26,Southern Africa, SAF, land,Annual,2035,
1261,0.7,-4,25th percentile,rcp26,Southern Africa, SAF, land,Annual,2035,
1262,0.8,-2,median,rcp26,Southern Africa, SAF, land,Annual,2035,
1263,0.9,-1,75th percentile,rcp26,Southern Africa, SAF, land,Annual,2035,
1264,1.4,9,Max,rcp26,Southern Africa, SAF, land,Annual,2035,
1265,0.7,-13,Min,rcp26,Southern Africa, SAF, land,Annual,2065,
1266,1.0,-6,25th percentile,rcp26,Southern Africa, SAF, land,Annual,2065,
1267,1.1,-4,median,rcp26,Southern Africa, SAF, land,Annual,2065,
1268,1.3,0,75th percentile,rcp26,Southern Africa, SAF, land,Annual,2065,
1269,2.0,4,Max,rcp26,Southern Africa, SAF, land,Annual,2065,
1270,0.4,-13,Min,rcp26,Southern Africa, SAF, land,Annual,2100,
1271,0.9,-8,25th percentile,rcp26,Southern Africa, SAF, land,Annual,2100,
1272,1.1,-4,median,rcp26,Southern Africa, SAF, land,Annual,2100,
1273,1.5,-1,75th percentile,rcp26,Southern Africa, SAF, land,Annual,2100,
1274,2.1,3,Max,rcp26,Southern Africa, SAF, land,Annual,2100,
1275,0.4,-11,Min,rcp26,Southern Africa, SAF, land,BW,2035,
1276,0.7,-4,25th percentile,rcp26,Southern Africa, SAF, land,BW,2035,
1277,0.8,-2,median,rcp26,Southern Africa, SAF, land,BW,2035,
1278,1.0,0,75th percentile,rcp26,Southern Africa, SAF, land,BW,2035,
1279,1.2,9,Max,rcp26,Southern Africa, SAF, land,BW,2035,
1280,0.6,-13,Min,rcp26,Southern Africa, SAF, land,BW,2065,
1281,1.0,-7,25th percentile,rcp26,Southern Africa, SAF, land,BW,2065,
1282,1.1,-3,median,rcp26,Southern Africa, SAF, land,BW,2065,
1283,1.4,0,75th percentile,rcp26,Southern Africa, SAF, land,BW,2065,
1284,2.0,4,Max,rcp26,Southern Africa, SAF, land,BW,2065,
1285,0.2,-13,Min,rcp26,Southern Africa, SAF, land,BW,2100,
1286,0.8,-7,25th percentile,rcp26,Southern Africa, SAF, land,BW,2100,
1287,1.1,-3,median,rcp26,Southern Africa, SAF, land,BW,2100,
1288,1.5,0,75th percentile,rcp26,Southern Africa, SAF, land,BW,2100,
1289,2.1,4,Max,rcp26,Southern Africa, SAF, land,BW,2100,
1290,0.5,-24,Min,rcp26,Southern Africa, SAF, land,BS,2035,
1291,0.7,-8,25th percentile,rcp26,Southern Africa, SAF, land,BS,2035,
1292,0.8,-3,median,rcp26,Southern Africa, SAF, land,BS,2035,
1293,0.9,0,75th percentile,rcp26,Southern Africa, SAF, land,BS,2035,
1294,1.3,10,Max,rcp26,Southern Africa, SAF, land,BS,2035,
1295,0.7,-30,Min,rcp26,Southern Africa, SAF, land,BS,2065,
1296,0.9,-9,25th percentile,rcp26,Southern Africa, SAF, land,BS,2065,
1297,1.1,-5,median,rcp26,Southern Africa, SAF, land,BS,2065,
1298,1.3,-2,75th percentile,rcp26,Southern Africa, SAF, land,BS,2065,
1299,1.9,8,Max,rcp26,Southern Africa, SAF, land,BS,2065,
1300,0.4,-32,Min,rcp26,Southern Africa, SAF, land,BS,2100,
1301,0.8,-11,25th percentile,rcp26,Southern Africa, SAF, land,BS,2100,
1302,1.0,-8,median,rcp26,Southern Africa, SAF, land,BS,2100,
1303,1.3,-1,75th percentile,rcp26,Southern Africa, SAF, land,BS,2100,
1304,2.1,12,Max,rcp26,Southern Africa, SAF, land,BS,2100,
1305,0.4,-9,Min,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2035,
1306,0.8,-4,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2035,
1307,0.9,-2,median,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2035,
1308,1.1,0,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2035,
1309,1.7,7,Max,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2035,
1310,0.2,-13,Min,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2065,
1311,1.0,-6,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2065,
1312,1.3,-2,median,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2065,
1313,1.5,1,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2065,
1314,2.6,6,Max,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2065,
1315,-0.4,-21,Min,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2100,
1316,0.9,-5,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2100,
1317,1.2,-1,median,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2100,
1318,1.5,2,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2100,
1319,2.7,10,Max,rcp26,Southern Europe/Mediterranean, MED, land,Annual,2100,
1320,0.2,-10,Min,rcp26,Southern Europe/Mediterranean, MED, land,BW,2035,
1321,0.7,-5,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BW,2035,
1322,0.7,-1,median,rcp26,Southern Europe/Mediterranean, MED, land,BW,2035,
1323,1.0,2,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BW,2035,
1324,1.4,10,Max,rcp26,Southern Europe/Mediterranean, MED, land,BW,2035,
1325,-0.1,-12,Min,rcp26,Southern Europe/Mediterranean, MED, land,BW,2065,
1326,0.8,-7,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BW,2065,
1327,1.1,-1,median,rcp26,Southern Europe/Mediterranean, MED, land,BW,2065,
1328,1.5,4,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BW,2065,
1329,1.9,12,Max,rcp26,Southern Europe/Mediterranean, MED, land,BW,2065,
1330,-0.9,-23,Min,rcp26,Southern Europe/Mediterranean, MED, land,BW,2100,
1331,0.8,-4,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BW,2100,
1332,1.1,0,median,rcp26,Southern Europe/Mediterranean, MED, land,BW,2100,
1333,1.3,4,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BW,2100,
1334,1.8,9,Max,rcp26,Southern Europe/Mediterranean, MED, land,BW,2100,
1335,0.4,-15,Min,rcp26,Southern Europe/Mediterranean, MED, land,BS,2035,
1336,1.0,-7,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BS,2035,
1337,1.1,-2,median,rcp26,Southern Europe/Mediterranean, MED, land,BS,2035,
1338,1.5,1,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BS,2035,
1339,2.6,9,Max,rcp26,Southern Europe/Mediterranean, MED, land,BS,2035,
1340,0.4,-17,Min,rcp26,Southern Europe/Mediterranean, MED, land,BS,2065,
1341,1.0,-7,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BS,2065,
1342,1.6,-2,median,rcp26,Southern Europe/Mediterranean, MED, land,BS,2065,
1343,1.9,0,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BS,2065,
1344,3.6,12,Max,rcp26,Southern Europe/Mediterranean, MED, land,BS,2065,
1345,-0.2,-18,Min,rcp26,Southern Europe/Mediterranean, MED, land,BS,2100,
1346,1.0,-4,25th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BS,2100,
1347,1.4,-2,median,rcp26,Southern Europe/Mediterranean, MED, land,BS,2100,
1348,1.8,0,75th percentile,rcp26,Southern Europe/Mediterranean, MED, land,BS,2100,
1349,3.9,18,Max,rcp26,Southern Europe/Mediterranean, MED, land,BS,2100,
1350,0.3,-12,Min,rcp26,Southern Pacific, STP, all,Annual,2035,
1351,0.4,0,25th percentile,rcp26,Southern Pacific, STP, all,Annual,2035,
1352,0.5,1,median,rcp26,Southern Pacific, STP, all,Annual,2035,
1353,0.6,1,75th percentile,rcp26,Southern Pacific, STP, all,Annual,2035,
1354,0.9,4,Max,rcp26,Southern Pacific, STP, all,Annual,2035,
1355,0.4,-18,Min,rcp26,Southern Pacific, STP, all,Annual,2065,
1356,0.5,-1,25th percentile,rcp26,Southern Pacific, STP, all,Annual,2065,
1357,0.6,1,median,rcp26,Southern Pacific, STP, all,Annual,2065,
1358,0.8,3,75th percentile,rcp26,Southern Pacific, STP, all,Annual,2065,
1359,1.2,7,Max,rcp26,Southern Pacific, STP, all,Annual,2065,
1360,0.3,-19,Min,rcp26,Southern Pacific, STP, all,Annual,2100,
1361,0.5,0,25th percentile,rcp26,Southern Pacific, STP, all,Annual,2100,
1362,0.6,1,median,rcp26,Southern Pacific, STP, all,Annual,2100,
1363,0.9,2,75th percentile,rcp26,Southern Pacific, STP, all,Annual,2100,
1364,1.4,6,Max,rcp26,Southern Pacific, STP, all,Annual,2100,
1365,0.3,-10,Min,rcp26,Southern Pacific, STP, all,BW,2035,
1366,0.4,0,25th percentile,rcp26,Southern Pacific, STP, all,BW,2035,
1367,0.5,1,median,rcp26,Southern Pacific, STP, all,BW,2035,
1368,0.6,2,75th percentile,rcp26,Southern Pacific, STP, all,BW,2035,
1369,0.9,4,Max,rcp26,Southern Pacific, STP, all,BW,2035,
1370,0.4,-20,Min,rcp26,Southern Pacific, STP, all,BW,2065,
1371,0.5,-1,25th percentile,rcp26,Southern Pacific, STP, all,BW,2065,
1372,0.7,2,median,rcp26,Southern Pacific, STP, all,BW,2065,
1373,0.9,3,75th percentile,rcp26,Southern Pacific, STP, all,BW,2065,
1374,1.1,5,Max,rcp26,Southern Pacific, STP, all,BW,2065,
1375,0.3,-19,Min,rcp26,Southern Pacific, STP, all,BW,2100,
1376,0.5,-1,25th percentile,rcp26,Southern Pacific, STP, all,BW,2100,
1377,0.6,2,median,rcp26,Southern Pacific, STP, all,BW,2100,
1378,0.9,3,75th percentile,rcp26,Southern Pacific, STP, all,BW,2100,
1379,1.3,6,Max,rcp26,Southern Pacific, STP, all,BW,2100,
1380,0.1,-11,Min,rcp26,Southern Pacific, STP, all,BS,2035,
1381,0.4,-1,25th percentile,rcp26,Southern Pacific, STP, all,BS,2035,
1382,0.4,0,median,rcp26,Southern Pacific, STP, all,BS,2035,
1383,0.6,3,75th percentile,rcp26,Southern Pacific, STP, all,BS,2035,
1384,0.9,6,Max,rcp26,Southern Pacific, STP, all,BS,2035,
1385,0.3,-15,Min,rcp26,Southern Pacific, STP, all,BS,2065,
1386,0.5,-1,25th percentile,rcp26,Southern Pacific, STP, all,BS,2065,
1387,0.6,1,median,rcp26,Southern Pacific, STP, all,BS,2065,
1388,0.8,3,75th percentile,rcp26,Southern Pacific, STP, all,BS,2065,
1389,1.2,8,Max,rcp26,Southern Pacific, STP, all,BS,2065,
1390,0.3,-19,Min,rcp26,Southern Pacific, STP, all,BS,2100,
1391,0.5,-1,25th percentile,rcp26,Southern Pacific, STP, all,BS,2100,
1392,0.6,1,median,rcp26,Southern Pacific, STP, all,BS,2100,
1393,0.8,2,75th percentile,rcp26,Southern Pacific, STP, all,BS,2100,
1394,1.4,6,Max,rcp26,Southern Pacific, STP, all,BS,2100,
1395,0.3,-3,Min,rcp26,Northern Tropical Pacific, NTP, all,Annual,2035,
1396,0.5,-1,25th percentile,rcp26,Northern Tropical Pacific, NTP, all,Annual,2035,
