,,,,,,Temperature [degree C],,,,,Precipitation [%],,,,,
Scenario, Region, Region Label, Mask, Season, Year, Min, 25th percentile, median, 75th percentile, Max, Min, 25th percentile, median, 75th percentile, Max,
rcp85,Southern Pacific, STP, all,BS,2100,2.0,2.2,2.6,3.0,4.0,-21,-3,2,5,16,
rcp85,Northern Tropical Pacific, NTP, all,Annual,2035,0.3,0.6,0.7,0.8,1.1,-4,0,1,3,14,
rcp85,Northern Tropical Pacific, NTP, all,Annual,2065,1.0,1.4,1.6,2.0,2.4,-6,0,2,6,19,
rcp85,Northern Tropical Pacific, NTP, all,Annual,2100,2.1,2.5,2.8,3.6,4.2,-11,-1,5,10,29,
rcp85,Northern Tropical Pacific, NTP, all,BW,2035,0.4,0.5,0.6,0.8,1.0,-6,-1,1,3,18,
rcp85,Northern Tropical Pacific, NTP, all,BW,2065,1.1,1.4,1.6,1.9,2.3,-6,-1,2,7,21,
rcp85,Northern Tropical Pacific, NTP, all,BW,2100,2.1,2.5,2.9,3.6,4.2,-8,-1,3,11,31,
rcp85,Northern Tropical Pacific, NTP, all,BS,2035,0.4,0.5,0.6,0.8,1.1,-6,-1,1,4,12,
rcp85,Northern Tropical Pacific, NTP, all,BS,2065,1.0,1.4,1.6,2.0,2.5,-9,-1,3,5,17,
rcp85,Northern Tropical Pacific, NTP, all,BS,2100,2.0,2.5,2.8,3.8,4.3,-16,0,6,11,26,
rcp85,Tibetan Plateau, TIB, land,Annual,2035,0.6,1.0,1.3,1.5,2.0,-2,3,4,5,13,
rcp85,Tibetan Plateau, TIB, land,Annual,2065,1.9,2.5,3.0,3.5,4.8,-2,6,9,12,28,
rcp85,Tibetan Plateau, TIB, land,Annual,2100,3.9,4.7,5.5,6.3,8.4,-2,10,16,21,47,
rcp85,Tibetan Plateau, TIB, land,BW,2035,0.2,1.1,1.3,1.7,2.4,-2,2,5,7,12,
rcp85,Tibetan Plateau, TIB, land,BW,2065,1.6,2.6,3.2,3.8,5.3,-1,8,13,16,26,
rcp85,Tibetan Plateau, TIB, land,BW,2100,3.9,4.8,5.8,7.0,9.1,0,15,20,28,46,
rcp85,Tibetan Plateau, TIB, land,BS,2035,0.6,1.0,1.2,1.4,2.5,-3,2,4,6,14,
rcp85,Tibetan Plateau, TIB, land,BS,2065,1.8,2.4,2.9,3.3,5.3,-2,5,8,11,32,
rcp85,Tibetan Plateau, TIB, land,BS,2100,3.6,4.6,5.3,6.0,8.8,-3,8,13,18,55,
rcp85,West Africa, WAF, land,Annual,2035,0.7,0.8,0.9,1.1,1.5,-4,0,1,3,8,
rcp85,West Africa, WAF, land,Annual,2065,1.6,1.9,2.1,2.7,3.3,-8,1,2,6,8,
rcp85,West Africa, WAF, land,Annual,2100,2.6,3.6,4.0,5.1,5.9,-10,0,5,8,16,
rcp85,West Africa, WAF, land,BW,2035,0.5,0.8,1.0,1.1,1.6,-6,0,2,4,8,
rcp85,West Africa, WAF, land,BW,2065,1.5,2.0,2.3,2.7,3.4,-2,2,4,9,13,
rcp85,West Africa, WAF, land,BW,2100,3.1,3.7,4.0,4.9,6.1,-8,3,7,13,23,
rcp85,West Africa, WAF, land,BS,2035,0.6,0.8,0.8,1.0,1.5,-6,-1,1,2,8,
rcp85,West Africa, WAF, land,BS,2065,1.6,1.9,2.0,2.8,3.3,-10,-1,1,4,9,
rcp85,West Africa, WAF, land,BS,2100,2.2,3.5,3.9,5.3,5.9,-13,-2,2,6,13,
rcp85,West Coast South America, WSA, land,Annual,2035,0.5,0.7,0.9,1.0,1.4,-6,-1,1,2,5,
rcp85,West Coast South America, WSA, land,Annual,2065,1.5,1.8,2.1,2.4,2.9,-9,-1,1,3,8,
rcp85,West Coast South America, WSA, land,Annual,2100,2.8,3.3,3.8,4.8,5.1,-14,-1,1,6,11,
rcp85,West Coast South America, WSA, land,BW,2035,0.4,0.7,0.8,1.0,1.3,-5,0,1,3,6,
rcp85,West Coast South America, WSA, land,BW,2065,1.6,1.8,2.1,2.4,2.9,-8,-1,2,4,10,
rcp85,West Coast South America, WSA, land,BW,2100,2.6,3.2,3.8,4.7,5.2,-11,1,3,7,14,
rcp85,West Coast South America, WSA, land,BS,2035,0.5,0.8,0.9,1.0,1.4,-9,-2,0,2,6,
rcp85,West Coast South America, WSA, land,BS,2065,1.5,1.9,2.2,2.5,3.0,-13,-3,-1,3,8,
rcp85,West Coast South America, WSA, land,BS,2100,2.9,3.3,3.8,4.8,5.3,-20,-6,-1,3,12,
rcp85,West Indian Ocean, WIO, sea,Annual,2035,0.3,0.6,0.7,0.7,1.1,-3,0,1,3,9,
rcp85,West Indian Ocean, WIO, sea,Annual,2065,1.1,1.4,1.5,1.8,2.2,-7,-1,1,5,16,
rcp85,West Indian Ocean, WIO, sea,Annual,2100,2.0,2.6,2.9,3.5,4.2,-6,-2,4,9,24,
rcp85,West Indian Ocean, WIO, sea,BW,2035,0.3,0.6,0.7,0.8,1.1,-4,-1,0,3,10,
rcp85,West Indian Ocean, WIO, sea,BW,2065,1.1,1.4,1.6,1.9,2.2,-6,-2,2,5,17,
rcp85,West Indian Ocean, WIO, sea,BW,2100,2.1,2.6,2.9,3.5,4.1,-10,-1,4,11,25,
rcp85,West Indian Ocean, WIO, sea,BS,2035,0.3,0.6,0.7,0.8,1.2,-8,-2,2,5,9,
rcp85,West Indian Ocean, WIO, sea,BS,2065,1.0,1.4,1.6,1.8,2.2,-13,-1,2,5,17,
rcp85,West Indian Ocean, WIO, sea,BS,2100,1.7,2.5,2.9,3.5,4.3,-10,-1,4,7,24,
rcp85,West North America, WNA, land,Annual,2035,0.5,1.0,1.2,1.5,2.0,-2,1,2,4,7,
rcp85,West North America, WNA, land,Annual,2065,1.7,2.4,2.8,3.4,4.2,-2,1,4,6,18,
rcp85,West North America, WNA, land,Annual,2100,3.1,4.2,5.0,6.1,7.7,-2,3,6,8,25,
rcp85,West North America, WNA, land,BW,2035,0.2,1.0,1.3,1.7,2.5,-4,1,3,4,8,
rcp85,West North America, WNA, land,BW,2065,1.0,2.5,3.0,3.4,5.0,-2,3,6,8,20,
rcp85,West North America, WNA, land,BW,2100,2.7,4.1,5.0,6.1,8.7,-3,8,12,13,27,
rcp85,West North America, WNA, land,BS,2035,0.6,1.0,1.3,1.5,2.2,-4,0,2,3,8,
rcp85,West North America, WNA, land,BS,2065,1.6,2.3,2.9,3.7,4.4,-7,-1,2,4,15,
rcp85,West North America, WNA, land,BS,2100,3.5,4.7,5.2,6.5,7.8,-16,-4,0,5,20,
